G,T,D,S
4470,430.0,0,0
5173,430.0,0,5173
2018,430.0,3810,0
317,430.0,0,0
1764,430.0,0,0
1461,430.0,1447,0
951,430.0,0,0
433,430.0,0,0
3111,430.0,0,0
5363,430.0,0,5363
2227,430.0,4930,0
1016,430.0,0,0
1170,430.0,0,0
1488,430.0,0,0
1467,430.0,472,0
1439,430.0,0,0
2173,430.0,0,0
5279,430.0,0,5279
3071,430.0,3840,0
941,430.0,0,0
590,430.0,0,0
892,430.0,0,0
1030,430.0,0,0
976,430.0,440,0
587,430.0,0,0
4699,430.0,0,4699
3892,430.0,4112,0
1720,430.0,0,0
1210,430.0,0,0
1181,430.0,0,0
1362,430.0,0,0
923,430.0,181,0
1001,430.0,0,0
2771,430.0,0,0
4087,430.0,0,4087
1871,430.0,3164,0
820,430.0,0,0
725,430.0,0,0
827,430.0,0,0
931,430.0,0,0
539,430.0,206,0
1939,430.0,0,0
4417,430.0,0,4417
3077,430.0,3878,0
1548,430.0,0,0
1045,430.0,0,0
1518,430.0,0,0
1394,430.0,473,0
918,430.0,0,0
1579,430.0,0,0
4264,430.0,0,4264
2711,430.0,3346,0
1325,430.0,0,0
647,430.0,0,0
909,430.0,0,0
1027,430.0,0,0
664,430.0,380,0
837,430.0,0,0
4532,430.0,0,4532
3984,430.0,3868,0
1917,430.0,0,0
1187,430.0,0,0
1267,430.0,0,0
1382,430.0,0,0
1038,430.0,195,0
1107,430.0,0,0
3253,430.0,0,0
4132,430.0,0,4132
1842,430.0,3094,0
925,430.0,0,0
627,430.0,0,0
1032,430.0,0,0
854,430.0,405,0
577,430.0,0,0
1001,430.0,0,0
5074,430.0,0,5074
3516,430.0,4497,0
1717,430.0,0,0
998,430.0,0,0
1189,430.0,0,0
1416,430.0,0,0
985,430.0,418,0
786,430.0,0,0
2395,430.0,0,0
4624,430.0,0,4624
2236,430.0,3838,0
810,430.0,0,0
679,430.0,0,0
1021,430.0,0,0
1059,430.0,0,0
546,430.0,380,0
1591,430.0,0,0
4190,430.0,0,4190
3066,430.0,3644,0
1552,430.0,0,0
859,430.0,0,0
1264,430.0,0,0
1259,430.0,405,0
879,430.0,0,0
1079,430.0,0,0
3584,430.0,0,3584
3371,430.0,2705,0
1567,430.0,0,0
434,430.0,0,0
633,430.0,0,0
939,430.0,0,0
887,430.0,505,0
698,430.0,0,0
2887,430.0,0,0
4177,430.0,0,4177
1957,430.0,3479,0
893,430.0,0,0
680,430.0,0,0
1001,430.0,0,0
1044,430.0,0,0
752,430.0,364,0
1140,430.0,0,0
3712,430.0,0,3712
2913,430.0,2960,0
1100,430.0,0,0
612,430.0,0,0
474,430.0,0,0
759,430.0,0,0
599,430.0,0,0
641,430.0,0,0
2140,430.0,0,0
3772,430.0,0,3772
2241,430.0,3173,0
691,430.0,0,0
721,430.0,0,0
1160,430.0,0,0
1105,430.0,469,0
676,430.0,0,0
755,430.0,0,0
4424,430.0,0,4424
2951,430.0,3748,0
1285,430.0,0,0
854,430.0,0,0
792,430.0,0,0
822,430.0,0,0
477,430.0,0,0
825,430.0,0,0
4303,430.0,0,4303
3391,430.0,3826,0
1502,430.0,0,0
892,430.0,0,0
1288,430.0,0,0
1340,430.0,0,0
1128,430.0,448,0
1203,430.0,0,0
4539,430.0,0,4539
3680,430.0,3411,0
1076,430.0,0,0
684,430.0,0,0
900,430.0,0,0
816,430.0,0,0
473,430.0,0,0
1052,430.0,0,0
4232,430.0,0,4232
3226,430.0,3759,0
1592,430.0,0,0
824,430.0,0,0
1211,430.0,0,0
1267,430.0,0,0
975,430.0,443,0
1396,430.0,0,0
3815,430.0,0,3815
3382,430.0,2840,0
1150,430.0,0,0
503,430.0,0,0
906,430.0,0,0
930,430.0,0,0
746,430.0,427,0
541,430.0,0,0
3861,430.0,0,0
3913,430.0,0,3913
1986,430.0,3372,0
991,430.0,0,0
1264,430.0,0,0
1368,430.0,0,0
991,430.0,377,0
1106,430.0,0,0
3114,430.0,0,0
3683,430.0,0,3683
1541,430.0,2692,0
654,430.0,0,0
735,430.0,0,0
978,430.0,0,0
912,430.0,324,0
390,430.0,0,0
3040,430.0,0,0
3943,430.0,0,3943
2051,430.0,3553,0
761,430.0,0,0
874,430.0,0,0
1203,430.0,0,0
927,430.0,442,0
883,430.0,0,0
2188,430.0,0,0
3875,430.0,0,3875
2097,430.0,2992,0
812,430.0,0,0
520,430.0,0,0
903,430.0,0,0
985,430.0,0,0
588,430.0,465,0
821,430.0,0,0
4711,430.0,0,4711
3786,430.0,4123,0
1549,430.0,0,0
1200,430.0,0,0
1297,430.0,0,0
1066,430.0,97,0
678,430.0,0,0
769,430.0,0,0
2557,430.0,0,0
4111,430.0,0,4111
1919,430.0,3433,0
711,430.0,0,0
496,430.0,0,0
781,430.0,0,0
790,430.0,0,0
649,430.0,294,0
800,430.0,0,0
4075,430.0,0,4075
3199,430.0,3426,0
1579,430.0,0,0
807,430.0,0,0
599,430.0,0,0
498,430.0,0,0
536,430.0,0,0
402,430.0,0,0
299,430.0,0,0
2018,430.0,0,0
3669,430.0,0,3669
2325,430.0,3370,0
756,430.0,0,0
395,430.0,0,0
482,430.0,0,0
422,430.0,0,0
705,430.0,0,0
2184,430.0,0,2184
1608,430.0,1762,0
636,430.0,0,0
482,430.0,0,0
711,430.0,0,0
955,430.0,0,0
771,430.0,473,0
