G,T
1340,200.0
1205,200.0
1115,200.0
1306,200.0
1425,200.0
1753,200.0
1502,230.0
1756,230.0
2024,230.0
2028,230.0
1802,230.0
1609,230.0
1287,230.0
896,230.0
715,230.0
716,230.0
892,230.0
1484,230.0
1778,230.0
1954,230.0
1510,130.0
1279,130.0
1251,130.0
1201,130.0
1218,130.0
1159,130.0
1184,130.0
1327,130.0
1343,130.0
1541,130.0
1557,130.0
1773,130.0
1848,130.0
1849,130.0
1800,230.0
1746,230.0
1527,230.0
1297,230.0
1009,230.0
833,230.0
880,230.0
1168,230.0
1352,230.0
1723,230.0
1578,200.0
1446,200.0
1440,200.0
1488,200.0
1377,200.0
1297,200.0
1427,200.0
1417,200.0
1560,200.0
1650,200.0
1693,200.0
1851,200.0
1851,200.0
1693,200.0
1509,200.0
1328,200.0
1099,200.0
911,200.0
892,200.0
856,200.0
1277,200.0
1384,200.0
1714,200.0
1605,130.0
1412,130.0
1479,130.0
1544,130.0
1445,130.0
1365,130.0
1414,130.0
1430,130.0
1549,130.0
1599,130.0
1665,130.0
1931,130.0
1964,130.0
1819,200.0
1678,200.0
1464,200.0
1231,200.0
1024,200.0
938,200.0
907,200.0
1314,200.0
1430,200.0
1788,200.0
1830,200.0
1623,130.0
1551,130.0
1539,130.0
1440,130.0
1327,130.0
1401,130.0
1386,130.0
1424,130.0
1606,130.0
1839,130.0
2029,130.0
2019,200.0
1800,200.0
1651,200.0
1506,200.0
1257,200.0
1018,200.0
888,200.0
850,200.0
1131,200.0
1369,200.0
1681,200.0
1962,200.0
2079,200.0
2008,130.0
1847,130.0
1441,130.0
1255,130.0
1296,130.0
1412,130.0
1312,130.0
1505,130.0
1709,130.0
2287,130.0
2348,130.0
2009,230.0
1704,230.0
1487,230.0
1179,230.0
821,230.0
701,230.0
717,230.0
972,230.0
1627,230.0
1665,230.0
2018,230.0
1646,200.0
1553,200.0
1535,200.0
1340,200.0
1241,200.0
1111,200.0
1174,200.0
1314,200.0
1362,200.0
1723,200.0
1657,230.0
1667,230.0
1799,230.0
1775,230.0
1602,230.0
1364,230.0
1157,230.0
968,230.0
890,230.0
868,230.0
944,230.0
1364,230.0
1302,130.0
1576,130.0
1652,130.0
1622,130.0
1580,130.0
1556,130.0
1466,130.0
1306,130.0
1231,130.0
1296,130.0
1310,130.0
1658,130.0
1660,130.0
1833,130.0
2009,130.0
1932,130.0
1765,130.0
1604,130.0
1406,130.0
1175,130.0
937,130.0
861,130.0
848,130.0
1070,130.0
1031,200.0
1018,200.0
1371,200.0
1542,200.0
1561,200.0
1567,200.0
1555,200.0
1402,200.0
1289,200.0
1328,200.0
1324,200.0
1410,200.0
1614,200.0
1172,130.0
989,130.0
1393,130.0
1570,130.0
1486,130.0
1503,130.0
1339,130.0
1234,130.0
1164,130.0
1065,130.0
1088,130.0
994,130.0
833,130.0
993,130.0
1196,130.0
1452,130.0
1480,130.0
1328,130.0
1288,130.0
1227,130.0
1291,130.0
1132,130.0
1106,130.0
1064,130.0
1088,130.0
1092,130.0
1103,130.0
1104,130.0
1105,130.0
1104,130.0
1120,130.0
1105,130.0
1119,130.0
1182,130.0
1161,130.0
1110,130.0
1075,130.0
1077,130.0
1103,130.0
1138,130.0
1134,130.0
1049,130.0
1147,130.0
1160,130.0
1147,130.0
1160,130.0
1075,130.0
